id_vuelo,numero_vuelo,id_destino,aerolinea,precio_base,fecha_salida,capacidad_total,asientos_disponibles,modelo_avion
22791,FL979296,266,American Airlines,450.78,2026-05-20 14:22:49,343,231,Boeing 737
22792,FL690924,30,Delta,265.07,2026-05-09 17:08:39,317,131,Airbus A320
22793,FL552190,291,Delta,1105.9,2026-05-01 10:34:21,150,93,Airbus A320
22794,FL879227,292,Delta,1027.67,2026-05-29 13:40:00,262,242,Airbus A320
22795,FL982739,137,Iberia,1000.13,2026-05-17 08:26:47,227,193,Airbus A320
22796,FL897031,69,American Airlines,917.56,2026-05-26 01:49:05,342,31,Boeing 787
22797,FL869679,39,Avianca,154.31,2026-05-01 00:49:24,168,144,Airbus A350
22798,FL977271,250,American Airlines,879.52,2026-05-28 23:21:07,371,15,Airbus A320
22799,FL301163,261,Sky,544.91,2026-05-25 00:20:05,232,3,Airbus A320
22800,FL222966,87,Delta,379.3,2026-05-30 06:41:22,367,280,Airbus A350
22801,FL131804,260,Sky,472.89,2026-05-28 13:58:10,216,114,Boeing 787
22802,FL322592,32,American Airlines,546.35,2026-05-09 01:53:36,189,32,Airbus A350
22803,FL180722,111,Avianca,740.71,2026-05-22 02:38:50,217,61,Boeing 787
22804,FL527241,35,LATAM,130.39,2026-05-07 14:25:26,271,58,Boeing 737
22805,FL355390,190,LATAM,764.8,2026-05-24 09:49:21,387,358,Airbus A350
22806,FL313942,182,Avianca,889.25,2026-05-08 05:03:13,390,253,Airbus A350
22807,FL814126,295,American Airlines,820.75,2026-05-04 13:48:40,348,138,Boeing 737
22808,FL239834,164,Delta,616.07,2026-05-12 06:29:34,168,48,Boeing 737
22809,FL959930,77,Iberia,322.03,2026-05-22 11:50:06,372,15,Boeing 787
22810,FL788985,211,Delta,737.53,2026-05-05 14:30:01,184,24,Boeing 787
22811,FL303654,62,Iberia,612.25,2026-05-04 23:31:35,329,307,Airbus A320
22812,FL106874,50,Avianca,145.09,2026-05-19 14:11:59,231,17,Airbus A320
22813,FL962226,108,Sky,529.85,2026-05-27 21:15:27,155,151,Airbus A350
22814,FL983635,247,Delta,222.27,2026-05-17 14:39:30,188,80,Boeing 737
22815,FL253565,269,Delta,823.61,2026-05-14 22:42:08,332,10,Airbus A350
22816,FL320358,53,American Airlines,1169.08,2026-05-02 12:37:54,329,125,Boeing 737
22817,FL613074,281,LATAM,1056.16,2026-05-07 19:53:04,174,118,Airbus A350
22818,FL285198,266,Avianca,788.78,2026-05-03 17:06:58,157,38,Airbus A320
22819,FL975304,172,Avianca,527.53,2026-05-27 02:15:23,342,117,Boeing 787
22820,FL396361,232,Delta,342.04,2026-05-28 12:33:09,243,63,Airbus A350
22821,FL451199,62,Sky,138.32,2026-05-14 14:18:47,244,220,Boeing 737
22822,FL252505,22,Delta,1150.61,2026-05-22 05:59:08,286,127,Boeing 787
22823,FL993990,142,Sky,789.79,2026-05-28 12:06:58,184,33,Boeing 737
22824,FL558029,93,Sky,488.62,2026-05-09 10:41:31,350,303,Airbus A350
22825,FL310895,186,LATAM,1173.41,2026-05-23 11:42:27,239,215,Airbus A320
22826,FL837917,193,Delta,222.09,2026-05-19 03:40:06,167,97,Airbus A350
22827,FL411180,7,Delta,300.06,2026-05-12 02:28:37,292,47,Boeing 787
22828,FL767977,58,Delta,1190.39,2026-05-03 08:58:02,155,60,Boeing 787
22829,FL213197,266,American Airlines,985.63,2026-05-04 22:21:09,338,329,Boeing 737
22830,FL278198,249,LATAM,337.77,2026-05-13 14:28:37,159,140,Boeing 787
22831,FL989124,53,Delta,690.32,2026-05-01 22:42:47,386,280,Boeing 737
22832,FL919244,257,Sky,425.7,2026-05-08 14:50:18,181,101,Boeing 737
22833,FL993845,175,Avianca,366.56,2026-05-26 04:51:51,221,47,Airbus A320
22834,FL957518,295,Delta,461.94,2026-05-27 23:46:22,256,222,Airbus A320
22835,FL310886,164,Delta,501.61,2026-05-30 10:07:41,204,188,Airbus A320
22836,FL954872,247,Avianca,394.3,2026-05-20 05:29:25,286,104,Airbus A350
22837,FL117497,149,American Airlines,374.02,2026-05-06 10:51:08,371,9,Boeing 787
22838,FL730316,69,American Airlines,1021.77,2026-05-16 01:49:20,182,10,Airbus A320
22839,FL752240,273,Avianca,1140.56,2026-05-25 09:35:37,280,186,Boeing 787
22840,FL490438,240,American Airlines,554.92,2026-05-01 12:10:58,321,204,Boeing 737
22841,FL785198,279,American Airlines,686.54,2026-05-22 00:11:19,258,87,Boeing 787
22842,FL706097,76,LATAM,906.43,2026-05-09 19:44:18,160,36,Boeing 737
22843,FL668761,61,LATAM,918.84,2026-05-20 15:56:57,226,69,Airbus A350
22844,FL619497,233,LATAM,968.53,2026-05-17 03:11:56,391,303,Airbus A350
22845,FL295269,242,Avianca,557.06,2026-05-06 03:33:37,286,277,Airbus A350
22846,FL173821,242,Delta,278.56,2026-05-18 10:31:31,225,120,Airbus A320
22847,FL664744,124,Delta,428.79,2026-05-23 17:30:13,237,44,Airbus A350
22848,FL306535,92,LATAM,726.52,2026-05-07 20:09:58,174,138,Boeing 787
22849,FL700500,31,Sky,384.46,2026-05-09 04:49:37,267,116,Airbus A350
22850,FL932387,248,Avianca,1182.86,2026-05-25 08:56:35,181,46,Airbus A350
22851,FL307845,7,Sky,938.87,2026-05-24 08:11:46,357,255,Airbus A320
22852,FL185869,154,Avianca,235.03,2026-05-13 08:15:55,172,38,Airbus A350
22853,FL112612,272,LATAM,930.41,2026-05-25 20:52:08,241,79,Airbus A320
22854,FL634954,297,Sky,1182.39,2026-05-25 21:02:30,395,8,Airbus A320
22855,FL445019,100,LATAM,352.0,2026-05-25 21:52:59,270,20,Airbus A320
22856,FL200106,125,Avianca,753.41,2026-05-13 22:05:55,279,172,Boeing 737
22857,FL494633,239,Sky,1089.27,2026-05-05 01:56:47,298,103,Airbus A350
22858,FL249664,239,Delta,301.01,2026-05-05 21:06:59,325,174,Boeing 787
22859,FL340514,61,American Airlines,107.08,2026-05-27 06:22:32,265,92,Airbus A350
22860,FL640273,256,Avianca,458.25,2026-05-28 20:48:29,268,206,Boeing 787
22861,FL431001,92,American Airlines,700.25,2026-05-04 08:55:41,336,293,Boeing 737
22862,FL135629,226,Iberia,711.61,2026-05-11 19:12:35,170,0,Boeing 787
22863,FL120679,270,LATAM,385.89,2026-05-06 11:20:10,394,228,Airbus A350
22864,FL790834,205,Iberia,311.52,2026-05-12 05:47:59,192,151,Airbus A320
22865,FL787835,24,Avianca,855.78,2026-05-28 03:12:25,175,8,Airbus A320
22866,FL601560,63,LATAM,452.83,2026-05-02 18:40:14,380,366,Airbus A350
22867,FL317189,80,Iberia,933.06,2026-05-07 19:48:34,192,136,Airbus A320
22868,FL442259,6,American Airlines,765.62,2026-05-28 11:53:49,349,150,Boeing 787
22869,FL231139,106,Sky,997.83,2026-05-27 05:26:15,211,191,Airbus A320
22870,FL957129,213,Avianca,873.97,2026-05-07 21:57:17,291,175,Airbus A320
22871,FL738482,195,Avianca,811.8,2026-05-22 05:32:00,252,99,Boeing 737
22872,FL707488,10,Avianca,1178.54,2026-05-04 12:04:24,281,208,Boeing 787
22873,FL698594,5,Sky,1105.58,2026-05-13 08:04:45,193,98,Boeing 787
22874,FL793179,130,Iberia,721.72,2026-05-21 01:56:31,395,120,Boeing 737
22875,FL439823,169,American Airlines,209.32,2026-05-26 06:33:23,219,121,Airbus A350
22876,FL895479,10,LATAM,544.33,2026-05-06 09:08:33,373,272,Boeing 737
22877,FL990372,16,LATAM,813.51,2026-05-02 02:01:41,367,233,Airbus A350
22878,FL333660,3,Delta,954.68,2026-05-10 02:33:45,360,190,Boeing 787
22879,FL404627,245,Iberia,725.51,2026-05-22 13:45:44,180,119,Boeing 787
22880,FL853570,120,LATAM,246.41,2026-05-21 01:55:24,349,275,Boeing 737
22881,FL502006,158,American Airlines,116.17,2026-05-09 06:20:37,167,33,Airbus A320
22882,FL283793,226,LATAM,1038.41,2026-05-15 23:49:58,380,331,Airbus A320
22883,FL382094,15,Iberia,512.56,2026-05-02 22:06:18,163,69,Boeing 787
22884,FL569307,88,Delta,622.6,2026-05-09 06:27:45,243,139,Airbus A320
22885,FL187958,219,Iberia,783.25,2026-05-14 22:55:18,390,285,Airbus A350
22886,FL771898,85,LATAM,146.34,2026-05-07 16:55:54,364,260,Airbus A350
22887,FL835532,71,American Airlines,1066.27,2026-05-16 00:40:28,294,178,Airbus A320
22888,FL700531,278,Sky,325.79,2026-05-24 13:18:52,201,171,Boeing 737
22889,FL364823,191,Delta,857.95,2026-05-18 10:51:54,227,125,Boeing 787
22890,FL748709,46,Iberia,107.59,2026-04-30 23:07:42,339,237,Airbus A350
22891,FL298529,127,Sky,1151.78,2026-05-18 22:01:48,265,224,Airbus A320
22892,FL346374,44,American Airlines,1013.91,2026-05-18 21:06:43,372,122,Airbus A320
22893,FL189376,152,LATAM,948.42,2026-05-12 04:41:59,244,226,Airbus A320
22894,FL537897,91,LATAM,143.96,2026-05-28 07:41:16,255,94,Airbus A320
22895,FL628582,28,LATAM,643.69,2026-05-27 17:12:29,351,115,Airbus A350
22896,FL918600,298,American Airlines,115.18,2026-05-08 06:27:55,229,41,Boeing 737
22897,FL167017,66,LATAM,928.8,2026-05-11 09:15:44,253,185,Boeing 787
22898,FL301559,120,Avianca,812.08,2026-05-27 18:27:20,382,321,Boeing 737
22899,FL546505,165,Delta,613.1,2026-05-04 03:48:46,265,228,Boeing 737
22900,FL544647,94,LATAM,628.12,2026-05-17 19:11:50,276,42,Airbus A320
22901,FL442268,135,Delta,1031.09,2026-05-16 08:58:09,224,42,Boeing 787
22902,FL226732,183,American Airlines,121.58,2026-05-04 16:00:52,252,26,Boeing 787
22903,FL429197,250,Delta,574.86,2026-05-15 21:57:45,225,140,Airbus A320
22904,FL257428,187,Sky,1049.27,2026-05-09 13:56:59,307,31,Airbus A350
22905,FL653264,124,American Airlines,811.62,2026-05-22 17:18:50,333,43,Boeing 787
22906,FL662860,119,Iberia,1171.48,2026-05-27 23:53:06,167,47,Boeing 787
22907,FL351635,133,Avianca,922.18,2026-05-07 16:24:54,348,230,Boeing 737
22908,FL965799,89,Avianca,647.08,2026-05-13 08:33:08,155,120,Airbus A320
22909,FL443360,137,Iberia,477.83,2026-05-13 10:58:27,341,73,Airbus A350
22910,FL840931,156,Avianca,122.67,2026-05-17 02:29:46,392,61,Airbus A320
22911,FL810257,12,American Airlines,535.55,2026-05-07 22:16:29,335,214,Airbus A320
22912,FL483148,249,Iberia,184.43,2026-05-02 06:58:00,369,123,Boeing 787
22913,FL131997,100,Iberia,1040.15,2026-05-16 06:29:56,217,141,Airbus A350
22914,FL940166,166,American Airlines,1047.84,2026-05-17 06:45:50,324,0,Boeing 737
22915,FL262094,291,Sky,489.76,2026-05-19 14:54:32,285,216,Boeing 787
22916,FL741904,84,Delta,135.47,2026-05-10 09:01:17,322,101,Boeing 737
22917,FL557167,224,Delta,137.37,2026-05-05 01:43:53,195,132,Airbus A320
22918,FL785625,36,Avianca,235.82,2026-05-17 23:19:54,326,290,Airbus A350
22919,FL659728,266,Sky,541.12,2026-05-16 17:40:48,330,266,Boeing 737
22920,FL480767,218,American Airlines,775.32,2026-05-06 11:47:45,292,148,Boeing 787
22921,FL554486,14,American Airlines,667.96,2026-05-20 03:00:41,225,61,Boeing 737
22922,FL362855,269,Avianca,174.85,2026-05-01 00:03:03,277,5,Boeing 787
22923,FL773067,188,American Airlines,947.64,2026-05-06 00:37:09,383,16,Airbus A320
22924,FL284272,208,American Airlines,1124.81,2026-05-14 16:02:42,387,380,Boeing 787
22925,FL770697,198,Iberia,936.04,2026-05-28 20:14:07,346,43,Boeing 787
22926,FL623534,209,Sky,879.22,2026-05-22 08:58:26,313,90,Airbus A320
22927,FL321152,160,Delta,871.78,2026-05-07 22:46:47,338,199,Airbus A350
22928,FL343540,151,Iberia,266.75,2026-05-06 15:34:31,327,214,Boeing 737
22929,FL206557,73,Avianca,390.48,2026-05-05 00:40:23,292,208,Boeing 737
22930,FL764554,260,Sky,269.42,2026-05-06 08:24:00,264,16,Airbus A350
22931,FL381388,261,LATAM,628.81,2026-05-30 11:28:29,353,329,Airbus A350
22932,FL698737,174,Avianca,1015.84,2026-05-23 11:47:18,389,213,Boeing 787
22933,FL790446,282,Sky,576.38,2026-05-19 08:59:43,179,144,Boeing 787
22934,FL243152,225,Avianca,1096.5,2026-05-10 22:52:22,333,38,Boeing 787
22935,FL381251,3,LATAM,707.36,2026-05-20 20:35:04,381,358,Boeing 787
22936,FL436901,121,American Airlines,679.27,2026-05-28 11:05:43,386,221,Airbus A320
22937,FL667551,244,Iberia,498.3,2026-05-29 14:25:08,214,0,Boeing 787
22938,FL806228,68,Avianca,344.46,2026-05-06 15:55:39,342,297,Airbus A320
22939,FL620555,170,Delta,685.43,2026-05-29 16:16:11,247,153,Boeing 737
22940,FL613785,1,Sky,925.6,2026-05-04 02:43:32,207,45,Boeing 787
22941,FL271943,82,LATAM,338.02,2026-05-10 09:33:18,223,30,Boeing 787
22942,FL399022,33,LATAM,1181.86,2026-05-24 04:26:52,291,44,Boeing 787
22943,FL959399,86,Avianca,128.93,2026-05-29 16:59:02,267,184,Boeing 737
22944,FL430326,5,Avianca,932.81,2026-05-08 13:08:49,350,190,Airbus A350
22945,FL207222,278,American Airlines,335.91,2026-05-15 08:06:59,274,24,Boeing 787
22946,FL726956,181,Avianca,469.32,2026-05-06 02:47:53,234,87,Airbus A350
22947,FL444966,234,Delta,189.75,2026-05-05 21:27:48,196,22,Airbus A320
22948,FL370292,64,Avianca,388.97,2026-05-30 02:07:02,371,13,Boeing 787
22949,FL524908,143,LATAM,426.94,2026-05-17 07:17:28,282,78,Boeing 737
22950,FL901165,147,Delta,648.47,2026-05-28 01:29:24,273,229,Boeing 737
22951,FL483292,14,Iberia,239.2,2026-05-06 05:37:16,196,104,Boeing 737
22952,FL426891,22,Delta,741.99,2026-05-16 06:48:42,355,9,Boeing 787
22953,FL826848,199,Avianca,1122.3,2026-05-08 13:43:04,227,151,Airbus A350
22954,FL967494,232,LATAM,815.04,2026-05-04 11:32:04,324,33,Airbus A320
22955,FL550533,284,American Airlines,329.05,2026-04-30 13:34:09,242,1,Boeing 787
22956,FL706368,176,American Airlines,277.66,2026-05-01 18:56:23,366,247,Airbus A350
22957,FL673317,265,American Airlines,560.32,2026-05-18 06:42:23,207,152,Airbus A350
22958,FL782753,67,Sky,1118.16,2026-05-08 18:13:34,336,289,Boeing 737
22959,FL434926,264,American Airlines,110.46,2026-05-26 17:35:40,364,351,Airbus A320
22960,FL824348,189,Avianca,282.31,2026-05-04 09:16:54,320,15,Boeing 787
22961,FL713381,276,Delta,560.86,2026-05-02 10:46:23,160,52,Airbus A350
22962,FL573803,16,Avianca,280.51,2026-05-27 07:03:09,181,119,Airbus A320
22963,FL699168,32,Sky,609.16,2026-05-04 06:14:04,380,39,Airbus A350
22964,FL471125,143,LATAM,1106.12,2026-05-08 11:51:35,379,328,Airbus A350
22965,FL695535,275,Iberia,503.13,2026-04-30 22:24:00,180,158,Airbus A320
22966,FL506724,291,Avianca,419.8,2026-05-05 08:38:57,174,104,Boeing 787
22967,FL228843,26,Sky,190.54,2026-05-01 06:20:22,199,132,Airbus A350
22968,FL339171,266,Delta,1132.89,2026-05-03 10:28:39,337,117,Airbus A350
22969,FL725850,172,American Airlines,412.05,2026-05-13 08:27:11,382,77,Boeing 737
22970,FL725289,142,Delta,231.15,2026-05-09 01:04:45,344,7,Airbus A350
22971,FL919097,16,LATAM,496.69,2026-05-20 06:00:14,365,130,Airbus A350
22972,FL198923,194,Iberia,263.52,2026-05-18 02:03:00,302,161,Airbus A350
22973,FL466989,53,Sky,1025.24,2026-05-19 17:00:11,392,185,Boeing 737
22974,FL743955,292,Avianca,789.02,2026-05-04 15:04:14,277,105,Airbus A350
22975,FL461952,231,Sky,899.07,2026-05-16 18:58:53,213,14,Boeing 737
22976,FL546450,186,Delta,383.72,2026-05-03 10:27:18,273,120,Boeing 737
22977,FL363538,224,Avianca,787.32,2026-05-09 13:29:30,349,332,Airbus A320
22978,FL714492,169,LATAM,905.43,2026-05-27 12:53:24,259,210,Boeing 737
22979,FL614597,58,American Airlines,269.79,2026-05-17 02:04:11,396,339,Airbus A350
22980,FL394493,18,Sky,1150.5,2026-05-06 08:20:35,348,278,Airbus A320
22981,FL450463,69,Iberia,1064.85,2026-05-22 16:32:03,274,265,Airbus A320
22982,FL138803,291,Iberia,250.28,2026-05-22 08:01:34,336,266,Airbus A320
22983,FL480207,146,Delta,1094.54,2026-05-13 21:32:57,327,198,Boeing 737
22984,FL592008,145,American Airlines,1087.68,2026-05-14 08:11:11,265,81,Airbus A350
22985,FL284402,221,LATAM,899.08,2026-05-04 13:21:57,179,163,Airbus A350
22986,FL515931,46,American Airlines,757.35,2026-05-26 09:08:22,234,218,Airbus A350
22987,FL962096,146,American Airlines,488.56,2026-05-03 23:28:16,307,81,Boeing 787
22988,FL498051,19,Delta,633.05,2026-05-24 02:13:31,262,48,Boeing 787
22989,FL146467,162,Sky,838.36,2026-05-18 11:52:28,179,175,Airbus A320
22990,FL331690,224,Avianca,919.67,2026-05-01 07:32:42,349,314,Boeing 737
22991,FL108438,299,Avianca,477.77,2026-05-24 15:22:58,186,111,Boeing 787
22992,FL726639,8,Iberia,399.96,2026-05-21 06:37:31,399,294,Airbus A350
22993,FL667474,256,Iberia,157.73,2026-05-23 07:04:57,323,243,Airbus A350
22994,FL725383,179,American Airlines,324.76,2026-05-17 12:49:02,188,8,Airbus A350
22995,FL691023,286,Iberia,1009.28,2026-05-19 21:06:14,313,186,Boeing 787
22996,FL200728,174,American Airlines,1030.07,2026-05-07 00:23:02,275,49,Boeing 787
22997,FL590625,70,Delta,296.49,2026-05-03 04:52:39,324,47,Airbus A350
22998,FL609889,142,Iberia,247.62,2026-05-09 07:09:44,376,208,Airbus A350
22999,FL232122,98,Sky,748.67,2026-05-14 03:08:27,243,78,Airbus A350
23000,FL955448,216,Iberia,215.37,2026-05-22 02:39:18,172,86,Boeing 787
23001,FL351770,139,American Airlines,480.56,2026-05-18 13:40:26,238,180,Airbus A320
23002,FL303542,153,Avianca,916.08,2026-05-25 11:32:17,270,222,Airbus A320
23003,FL179270,187,Sky,596.97,2026-05-12 05:41:24,187,26,Boeing 737
23004,FL939045,43,Sky,481.94,2026-05-09 18:49:40,227,12,Airbus A320
23005,FL453361,255,American Airlines,375.09,2026-05-05 18:17:23,293,48,Airbus A350
23006,FL326515,8,LATAM,199.73,2026-05-24 00:13:04,392,121,Airbus A320
23007,FL268931,169,Sky,822.06,2026-05-01 02:47:03,340,8,Airbus A320
23008,FL741731,174,Sky,253.79,2026-05-21 23:29:23,365,264,Airbus A320
23009,FL882266,70,Avianca,930.34,2026-05-14 10:03:19,280,50,Boeing 737
23010,FL309237,60,Iberia,835.26,2026-05-12 15:48:29,202,97,Boeing 787
23011,FL383564,201,American Airlines,179.54,2026-05-21 04:54:38,264,165,Boeing 787
23012,FL574470,285,Iberia,131.03,2026-05-30 09:49:25,202,116,Boeing 787
23013,FL479007,250,Iberia,200.33,2026-05-27 18:27:21,218,51,Boeing 787
23014,FL445136,232,American Airlines,581.83,2026-05-17 11:18:10,305,291,Boeing 787
23015,FL180474,160,Delta,784.34,2026-05-18 16:07:26,339,151,Boeing 737
23016,FL195214,117,American Airlines,170.8,2026-05-13 23:28:10,382,211,Airbus A320
23017,FL293088,198,LATAM,1141.11,2026-05-02 03:21:21,278,8,Airbus A350
23018,FL952423,111,LATAM,814.81,2026-05-25 00:00:02,248,171,Boeing 737
23019,FL783541,136,Avianca,702.42,2026-05-16 10:16:32,322,310,Airbus A320
23020,FL633587,38,LATAM,946.71,2026-05-08 07:34:30,202,201,Airbus A320
23021,FL331124,43,Sky,448.39,2026-05-13 20:11:34,246,93,Boeing 787
23022,FL516626,228,Delta,987.31,2026-05-23 00:52:08,261,66,Airbus A350
23023,FL439106,112,Iberia,1150.0,2026-05-26 18:15:27,381,359,Airbus A350
23024,FL901421,266,Delta,1096.39,2026-05-03 19:56:37,288,150,Airbus A320
23025,FL819429,244,Iberia,314.01,2026-05-23 00:08:44,200,5,Airbus A350
23026,FL311826,127,Delta,862.81,2026-05-29 02:51:09,169,62,Boeing 737
23027,FL115008,271,Sky,161.89,2026-05-08 23:18:24,184,39,Airbus A350
23028,FL237950,252,Iberia,1036.02,2026-05-05 10:56:05,225,176,Boeing 737
23029,FL828859,181,Delta,898.75,2026-04-30 16:24:18,158,36,Airbus A320
23030,FL594591,236,Sky,277.92,2026-05-02 04:54:37,308,229,Boeing 737
23031,FL894608,137,Delta,474.33,2026-05-28 22:51:34,176,18,Boeing 787
23032,FL446043,148,Iberia,353.02,2026-05-29 11:45:17,330,243,Boeing 787
23033,FL713612,216,LATAM,1196.48,2026-05-17 08:11:54,245,62,Boeing 737
23034,FL722012,19,Delta,824.65,2026-05-12 13:49:15,250,145,Boeing 787
23035,FL192525,76,Sky,254.51,2026-05-23 00:00:26,331,56,Airbus A320
23036,FL570579,67,Iberia,137.88,2026-05-02 12:31:09,265,186,Airbus A320
23037,FL573025,298,Sky,364.59,2026-05-19 02:42:38,334,132,Airbus A320
23038,FL360505,171,LATAM,485.81,2026-05-02 09:32:26,366,240,Airbus A320
23039,FL857663,297,Iberia,434.83,2026-05-05 13:08:10,373,300,Airbus A320
23040,FL386333,275,LATAM,492.79,2026-05-03 21:57:56,238,21,Boeing 737
23041,FL843657,51,Avianca,479.89,2026-05-27 04:46:31,223,59,Airbus A320
23042,FL355013,81,Avianca,1088.98,2026-05-20 02:49:09,234,180,Boeing 787
23043,FL512946,268,Delta,636.25,2026-05-02 15:18:20,150,1,Boeing 737
23044,FL794045,101,Sky,929.63,2026-05-18 18:00:10,376,43,Boeing 737
23045,FL658035,172,American Airlines,247.8,2026-05-23 10:02:23,229,99,Boeing 787
23046,FL562464,60,Iberia,1177.05,2026-05-04 18:05:54,257,246,Airbus A350
23047,FL895526,276,Iberia,887.4,2026-05-06 14:50:21,289,40,Airbus A350
23048,FL410415,46,LATAM,1171.8,2026-05-10 03:47:35,184,63,Airbus A350
23049,FL425100,143,Delta,213.22,2026-05-21 05:33:03,244,28,Airbus A320
23050,FL391162,124,Delta,707.22,2026-05-13 04:30:42,254,22,Boeing 737
23051,FL725012,22,Sky,558.08,2026-05-01 06:28:33,178,50,Boeing 737
23052,FL458401,49,Sky,1164.1,2026-05-03 10:04:18,184,170,Boeing 737
23053,FL790418,103,Avianca,125.67,2026-05-07 11:54:16,394,42,Boeing 737
23054,FL173547,47,Avianca,1038.4,2026-05-10 03:52:16,298,239,Airbus A320
23055,FL770502,144,Delta,620.84,2026-05-22 18:56:12,379,27,Boeing 737
23056,FL293264,174,Delta,142.86,2026-05-09 18:45:07,176,133,Boeing 737
23057,FL785698,186,Avianca,854.43,2026-05-27 17:16:05,250,243,Boeing 737
23058,FL741328,195,Avianca,857.05,2026-05-15 08:29:20,313,169,Boeing 787
23059,FL293782,293,Avianca,421.47,2026-05-12 12:08:30,343,17,Boeing 737
23060,FL521085,66,Delta,449.62,2026-05-03 15:44:57,155,89,Boeing 737
23061,FL389036,79,American Airlines,796.42,2026-05-26 14:22:47,181,137,Airbus A350
23062,FL825863,112,Iberia,233.12,2026-05-18 08:00:28,300,174,Boeing 787
23063,FL287260,26,Delta,605.49,2026-05-25 12:48:23,201,13,Boeing 787
23064,FL590761,31,Iberia,547.63,2026-05-30 06:25:52,357,187,Boeing 737
23065,FL112657,2,Sky,1099.36,2026-05-16 08:29:14,189,3,Airbus A320
23066,FL911346,247,American Airlines,213.21,2026-05-17 03:35:51,327,32,Airbus A320
23067,FL828296,283,American Airlines,247.14,2026-04-30 20:22:05,365,186,Boeing 787
23068,FL682240,291,Sky,234.42,2026-05-22 21:17:59,378,246,Airbus A350
23069,FL308664,16,Sky,356.09,2026-05-24 03:41:51,325,253,Airbus A350
23070,FL482378,48,Avianca,605.03,2026-05-02 12:49:08,203,203,Airbus A320
23071,FL175355,225,American Airlines,677.04,2026-05-29 15:40:27,153,20,Airbus A320
23072,FL518028,117,Sky,500.28,2026-05-13 12:32:32,201,40,Airbus A320
23073,FL718134,150,Iberia,225.67,2026-05-04 10:57:06,348,296,Boeing 737
23074,FL249554,234,Sky,729.22,2026-05-28 11:17:54,180,176,Boeing 787
23075,FL571704,275,LATAM,589.69,2026-05-22 19:18:36,335,76,Airbus A320
23076,FL699308,251,Iberia,442.96,2026-05-14 08:14:17,302,122,Airbus A320
23077,FL872533,182,Sky,165.82,2026-05-02 22:35:52,268,219,Boeing 787
23078,FL723794,7,LATAM,140.9,2026-05-14 11:47:11,290,74,Boeing 737
23079,FL703481,218,Avianca,852.34,2026-05-10 11:38:27,194,106,Boeing 787
23080,FL846312,234,Delta,398.85,2026-05-02 16:30:26,313,42,Airbus A350
23081,FL123561,85,Delta,458.72,2026-05-23 08:42:39,264,111,Airbus A320
23082,FL518100,56,Avianca,381.81,2026-05-03 15:36:10,326,141,Boeing 737
23083,FL237281,67,Sky,450.89,2026-05-27 17:23:48,321,291,Boeing 737
23084,FL418540,199,Sky,255.97,2026-05-07 05:23:16,216,36,Boeing 737
23085,FL551465,246,Sky,225.39,2026-05-21 14:58:10,394,12,Boeing 737
23086,FL402462,50,American Airlines,193.16,2026-05-23 15:04:01,391,59,Airbus A350
23087,FL900914,169,LATAM,632.72,2026-05-19 02:00:38,273,151,Airbus A350
23088,FL737578,264,Avianca,554.26,2026-05-19 10:10:20,160,95,Boeing 737
23089,FL404645,166,Iberia,1187.13,2026-05-14 16:21:35,264,211,Airbus A320
23090,FL500043,24,Avianca,1143.14,2026-05-11 01:42:28,243,74,Airbus A320
23091,FL748447,260,Iberia,506.42,2026-05-12 11:27:44,246,152,Airbus A350
23092,FL800089,60,Avianca,589.41,2026-05-08 20:13:47,261,238,Boeing 737
23093,FL225447,282,Sky,874.73,2026-05-08 05:52:15,201,47,Boeing 787
23094,FL981499,117,Delta,1177.14,2026-05-25 02:53:54,319,1,Airbus A350
23095,FL265625,25,Iberia,338.5,2026-05-08 11:22:44,210,164,Boeing 737
23096,FL713834,199,Avianca,960.31,2026-05-10 02:19:52,242,210,Airbus A350
23097,FL453143,287,LATAM,338.02,2026-05-16 13:03:16,269,7,Boeing 787
23098,FL859195,144,LATAM,104.67,2026-05-15 14:51:33,214,10,Airbus A350
23099,FL136592,262,Avianca,304.52,2026-05-12 01:28:50,272,224,Boeing 737
23100,FL751462,269,Iberia,422.95,2026-05-01 11:40:52,352,116,Boeing 787
23101,FL167872,18,Avianca,889.83,2026-05-14 07:10:31,356,63,Boeing 737
23102,FL928792,17,Delta,172.39,2026-05-12 20:55:44,312,306,Boeing 787
23103,FL961465,275,American Airlines,202.29,2026-05-16 21:36:59,365,61,Airbus A350
23104,FL425277,114,American Airlines,124.99,2026-05-03 15:30:59,209,165,Airbus A320
23105,FL114193,48,LATAM,350.5,2026-05-03 02:42:37,226,188,Airbus A320
23106,FL454608,67,Sky,677.46,2026-05-03 12:11:23,227,103,Airbus A350
23107,FL510395,221,Sky,990.64,2026-05-28 17:52:39,326,224,Airbus A320
23108,FL823507,71,Avianca,798.89,2026-05-18 00:47:13,202,12,Boeing 737
23109,FL810355,33,Delta,750.18,2026-05-20 21:46:53,247,159,Boeing 737
23110,FL327881,170,LATAM,346.42,2026-05-14 03:54:41,311,49,Boeing 787
23111,FL684824,295,LATAM,797.91,2026-05-19 13:43:40,363,210,Airbus A320
23112,FL151627,163,Iberia,476.33,2026-05-01 05:41:16,389,115,Boeing 787
23113,FL256000,130,American Airlines,349.37,2026-05-20 17:19:18,251,243,Airbus A320
23114,FL290616,80,Iberia,1132.89,2026-05-14 04:50:25,224,204,Boeing 787
